"country_text_id","year","dem_ep","aut_ep"
"RUS",1970,0,0
"RUS",1971,0,0
"RUS",1972,0,0
"RUS",1973,0,0
"RUS",1974,0,0
"RUS",1975,0,0
"RUS",1976,0,0
"RUS",1977,0,0
"RUS",1978,0,0
"RUS",1979,0,0
"RUS",1980,0,0
"RUS",1981,0,0
"RUS",1982,0,0
"RUS",1983,0,0
"RUS",1984,0,0
"RUS",1985,0,0
"RUS",1986,0,0
"RUS",1987,1,0
"RUS",1988,1,0
"RUS",1989,1,0
"RUS",1990,1,0
"RUS",1991,1,0
"RUS",1992,1,0
"RUS",1993,0,1
"RUS",1994,0,1
"RUS",1995,0,1
"RUS",1996,0,1
"RUS",1997,0,1
"RUS",1998,0,1
"RUS",1999,0,1
"RUS",2000,0,1
"RUS",2001,0,1
"RUS",2002,0,1
"RUS",2003,0,1
"RUS",2004,0,1
"RUS",2005,0,1
"RUS",2006,0,1
"RUS",2007,0,1
"RUS",2008,0,1
"RUS",2009,0,1
"RUS",2010,0,1
"RUS",2011,0,1
"RUS",2012,0,1
"RUS",2013,0,0
"RUS",2014,0,0
"RUS",2015,0,0
"RUS",2016,0,0
"RUS",2017,0,0
"RUS",2018,0,0
"RUS",2019,0,0
"RUS",2020,0,0
"RUS",2021,0,0
"RUS",2022,0,0
"RUS",2023,0,0
"ALB",1912,0,0
"ALB",1913,0,0
"ALB",1914,0,0
"ALB",1915,0,0
"ALB",1916,1,0
"ALB",1917,1,0
"ALB",1918,1,0
"ALB",1919,1,0
"ALB",1920,1,0
"ALB",1921,1,0
"ALB",1922,1,0
"ALB",1923,0,0
"ALB",1924,0,0
"ALB",1925,0,0
"ALB",1926,0,0
"ALB",1927,0,0
"ALB",1928,0,0
"ALB",1929,0,0
"ALB",1930,0,0
"ALB",1931,0,0
"ALB",1932,0,0
"ALB",1933,0,0
"ALB",1934,0,0
"ALB",1935,0,0
"ALB",1936,0,0
"ALB",1937,0,1
"ALB",1938,0,1
